,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.9245983534948521,-0.9245830668776108,-52.97470754134904,-52.9755834,0.0008758586509571842
5,$d_{1}$ [mm],-0.0529755834,-0.0529620783414005,-52.9620783414005,-52.9755834,0.01350505859949891
6,$r_{1}$ [mm],-0.0529755834,-0.05286957343322918,-52.86957343322918,-52.9755834,0.10600996677082009
7,$\alpha_{1}$ [$\degree$],-0.9245983534948521,-0.9241536497357898,-52.95010375147213,-52.9755834,0.025479648527870324
8,$\theta_{2}$ [$\degree$],-0.7091759942060363,-0.7090929423847149,-40.62803288115741,-40.6327914,0.004758518842592707
9,$d_{2}$ [mm],-0.0406327914,-0.04066261222563645,-40.66261222563645,-40.6327914,-0.029820825636448944
10,$r_{2}$ [mm],-0.04063279139999998,-0.040546627907764976,-40.54662790776498,-40.63279139999998,0.08616349223500208
11,$\alpha_{2}$ [$\degree$],-0.7091759942060363,-0.709650716885293,-40.659991005960556,-40.6327914,-0.027199605960554152
12,$\theta_{3}$ [$\degree$],0.9921159338973793,0.9921041973585488,56.843383345858925,56.84405580000001,-0.0006724541410818574
13,$d_{3}$ [mm],0.0568440558,0.05695703580104716,56.95703580104716,56.8440558,0.11298000104716266
14,$r_{3}$ [mm],0.0568440558,0.05696869899903671,56.96869899903671,56.8440558,0.1246431990367114
15,$\alpha_{3}$ [$\degree$],0.9921159338973791,0.992412798041469,56.8610648625451,56.844055799999985,0.017009062545113807
16,$\theta_{4}$ [$\degree$],0.4767036460995109,0.4767257797682133,27.314375165801792,27.313107000000002,0.001268165801789678
17,$d_{4}$ [mm],0.027313107,0.02726291116941817,27.26291116941817,27.313107,-0.05019583058182775
18,$r_{4}$ [mm],0.027313107000000003,0.02734881236049924,27.34881236049924,27.313107000000002,0.03570536049923945
19,$\alpha_{4}$ [$\degree$],0.4767036460995109,0.47638381359890913,27.294781947564406,27.313107000000002,-0.018325052435596234
20,$\theta_{5}$ [$\degree$],0.40449265193622674,0.40444531877287815,23.17300980950912,23.1757218,-0.002711990490880112
21,$d_{5}$ [mm],0.0231757218,0.02320749323434179,23.20749323434179,23.1757218,0.03177143434178831
22,$r_{5}$ [mm],0.0231757218,0.023128045734858126,23.128045734858127,23.1757218,-0.04767606514187506
23,$\alpha_{5}$ [$\degree$],0.40449265193622663,0.40452535524326105,23.177595561469186,23.17572179999999,0.0018737614691950455
24,$\theta_{6}$ [$\degree$],-0.8910497672580403,-0.8910640740118619,-51.05421071661251,-51.05339099999999,-0.0008197166125185618
25,$d_{6}$ [mm],-0.051053391,-0.051055947457945235,-51.05594745794524,-51.053391,-0.0025564579452392877
26,$r_{6}$ [mm],-0.051053391000000004,-0.051117292940195014,-51.117292940195014,-51.053391000000005,-0.06390194019500939
27,$\alpha_{6}$ [$\degree$],-0.8910497672580403,-0.8911036983019652,-51.05648102120163,-51.05339099999999,-0.0030900212016362616
28,$\theta_{7}$ [$\degree$],0.5149340431482123,0.5149754802744015,29.505921572445782,29.50354739999999,0.0023741724457906344
29,$d_{7}$ [mm],0.029503547400000003,0.029494853041182996,29.494853041182996,29.503547400000002,-0.008694358817006531
30,$r_{7}$ [mm],0.029503547400000003,0.029653863688032404,29.653863688032406,29.503547400000002,0.15031628803240338
31,$\alpha_{7}$ [$\degree$],0.5149340431482123,0.5149342659967453,29.5035601682804,29.50354739999999,1.2768280409858335e-05
