,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.6163989023299014,-0.6163993766707235,-35.31708277772716,-35.317055599999996,-2.7177727162097653e-05
5,$d_{1}$ [mm],-0.0353170556,-0.03531625199921246,-35.31625199921246,-35.3170556,0.000803600787541825
6,$r_{1}$ [mm],-0.0353170556,-0.03531881272713245,-35.318812727132446,-35.3170556,-0.001757127132442804
7,$\alpha_{1}$ [$\degree$],-0.6163989023299012,-0.6164059052459645,-35.31745683753469,-35.31705559999999,-0.00040123753470311385
8,$\theta_{2}$ [$\degree$],-0.47278399613735755,-0.47278521076273444,-27.088597192907788,-27.088527600000006,-6.95929077814128e-05
9,$d_{2}$ [mm],-0.0270885276,-0.027088990419895757,-27.088990419895758,-27.0885276,-0.0004628198957590257
10,$r_{2}$ [mm],-0.027088527600000023,-0.02708926697558245,-27.089266975582447,-27.088527600000024,-0.0007393755824232073
11,$\alpha_{2}$ [$\degree$],-0.47278399613735766,-0.47277608093065715,-27.088074092062097,-27.08852760000001,0.00045350793791243404
12,$\theta_{3}$ [$\degree$],0.6614106225982529,0.6614106518873514,37.89603887814173,37.8960372,1.6781417286892975e-06
13,$d_{3}$ [mm],0.0378960372,0.037895124632491166,37.89512463249117,37.8960372,-0.0009125675088341723
14,$r_{3}$ [mm],0.0378960372,0.03789443079799739,37.89443079799739,37.8960372,-0.0016064020026149706
15,$\alpha_{3}$ [$\degree$],0.661410622598253,0.6614052712703691,37.89573059149747,37.89603720000001,-0.0003066085025409393
16,$\theta_{4}$ [$\degree$],0.3178024307330073,0.3178020058361227,18.208713655201787,18.208738000000004,-2.434479821644686e-05
17,$d_{4}$ [mm],0.018208738000000002,0.018208785387209665,18.208785387209666,18.208738000000004,4.7387209662019814e-05
18,$r_{4}$ [mm],0.018208738000000002,0.018208475513496747,18.208475513496747,18.208738000000004,-0.00026248650325655376
19,$\alpha_{4}$ [$\degree$],0.3178024307330074,0.31780872057247334,18.20909838125522,18.208738000000007,0.00036038125521287157
20,$\theta_{5}$ [$\degree$],0.26966176795748453,0.26966273082252085,15.450536368102822,15.4504812,5.5168102822023e-05
21,$d_{5}$ [mm],0.0154504812,0.01545100599507446,15.45100599507446,15.450481199999999,0.0005247950744617924
22,$r_{5}$ [mm],0.0154504812,0.015451066421252223,15.451066421252223,15.450481199999999,0.0005852212522245992
23,$\alpha_{5}$ [$\degree$],0.2696617679574844,0.26966048568641265,15.450407731279391,15.450481199999997,-7.346872060587373e-05
24,$\theta_{6}$ [$\degree$],-0.5940331781720268,-0.5940325996900372,-34.03556085542347,-34.035593999999996,3.3144576526922265e-05
25,$d_{6}$ [mm],-0.034035593999999995,-0.03403534316238802,-34.035343162388024,-34.035593999999996,0.00025083761197208787
26,$r_{6}$ [mm],-0.034035594,-0.03403525763485249,-34.03525763485249,-34.035594,0.0003363651475112306
27,$\alpha_{6}$ [$\degree$],-0.5940331781720268,-0.5940315513087099,-34.03550078759809,-34.035593999999996,9.32124019072944e-05
28,$\theta_{7}$ [$\degree$],0.3432893620988082,0.3432885811925841,19.66898685736916,19.669031599999997,-4.47426308376464e-05
29,$d_{7}$ [mm],0.0196690316,0.019668686208163828,19.668686208163827,19.6690316,-0.0003453918361735475
30,$r_{7}$ [mm],0.0196690316,0.019666590424155715,19.666590424155714,19.6690316,-0.0024411758442859366
31,$\alpha_{7}$ [$\degree$],0.3432893620988082,0.34328893124665427,19.66900691398998,19.669031599999997,-2.4686010018371007e-05
