,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0,-8.967749179231999e-05,-0.005138141797019016,0.0,-0.005138141797019016
5,$d_{1}$ [mm],0.0,-0.0009377749375642079,-0.9377749375642078,0.0,-0.9377749375642078
6,$r_{1}$ [mm],0.0,-0.00017980245851608758,-0.1798024585160876,0.0,-0.1798024585160876
7,$\alpha_{1}$ [$\degree$],0.0,-0.000586248164832659,-0.03358954559220117,0.0,-0.03358954559220117
8,$\theta_{2}$ [$\degree$],0.0,0.0008861240961079176,0.05077117083182861,0.0,0.05077117083182861
9,$d_{2}$ [mm],0.0,-6.50779827077243e-05,-0.0650779827077243,0.0,-0.0650779827077243
10,$r_{2}$ [mm],0.0,0.0001443837668784198,0.1443837668784198,0.0,0.1443837668784198
11,$\alpha_{2}$ [$\degree$],0.0,-6.820557701980867e-05,-0.003907891702489512,0.0,-0.003907891702489512
12,$\theta_{3}$ [$\degree$],0.0,3.8669721518437924e-05,0.0022156118379527143,0.0,0.0022156118379527143
13,$d_{3}$ [mm],0.0,0.0005932765516351182,0.5932765516351183,0.0,0.5932765516351183
14,$r_{3}$ [mm],0.0,0.0010646955568198373,1.0646955568198373,0.0,1.0646955568198373
15,$\alpha_{3}$ [$\degree$],0.0,-9.037487775898079e-05,-0.00517809906960033,0.0,-0.00517809906960033
16,$\theta_{4}$ [$\degree$],0.0,-5.424442684946067e-05,-0.003107976720580221,0.0,-0.003107976720580221
17,$d_{4}$ [mm],0.0,-0.000914337845847224,-0.914337845847224,0.0,-0.914337845847224
18,$r_{4}$ [mm],0.0,9.880823840524577e-05,0.09880823840524577,0.0,0.09880823840524577
19,$\alpha_{4}$ [$\degree$],0.0,9.999536450444602e-05,0.005729312356977038,0.0,0.005729312356977038
20,$\theta_{5}$ [$\degree$],0.0,-0.00019269434481767537,-0.011040572694091387,0.0,-0.011040572694091387
21,$d_{5}$ [mm],0.0,0.0005653804920376597,0.5653804920376597,0.0,0.5653804920376597
22,$r_{5}$ [mm],0.0,0.0011458869910203867,1.1458869910203866,0.0,1.1458869910203866
23,$\alpha_{5}$ [$\degree$],0.0,0.00029962247559867095,0.01716710329906534,0.0,0.01716710329906534
24,$\theta_{6}$ [$\degree$],0.0,-0.0003659237998877814,-0.020965889356959578,0.0,-0.020965889356959578
25,$d_{6}$ [mm],0.0,0.0001743238792505331,0.1743238792505331,0.0,0.1743238792505331
26,$r_{6}$ [mm],0.0,0.000351056778574832,0.351056778574832,0.0,0.351056778574832
27,$\alpha_{6}$ [$\degree$],0.0,-0.0004679620545977592,-0.026812250700722202,0.0,-0.026812250700722202
28,$\theta_{7}$ [$\degree$],0.0,0.00021057149514103202,0.012064857957340656,0.0,0.012064857957340656
29,$d_{7}$ [mm],0.0,3.35094461201378e-05,0.0335094461201378,0.0,0.0335094461201378
30,$r_{7}$ [mm],0.0,0.0002687697589100038,0.2687697589100038,0.0,0.2687697589100038
31,$\alpha_{7}$ [$\degree$],0.0,0.00023400237785198286,0.013407348646944189,0.0,0.013407348646944189
