,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.015409972558247534,-0.015513581451927343,-0.8888627423278725,-0.8829263899999998,-0.005936352327872707
5,$d_{1}$ [mm],-0.00088292639,-0.00035583274482372997,-0.35583274482372995,-0.88292639,0.52709364517627
6,$r_{1}$ [mm],-0.00088292639,-0.0022759324507067823,-2.275932450706782,-0.88292639,-1.3930060607067822
7,$\alpha_{1}$ [$\degree$],-0.015409972558247498,-0.015128567336645915,-0.8668030584692834,-0.8829263899999978,0.016123331530714435
8,$\theta_{2}$ [$\degree$],-0.011819599903433939,-0.011319123066628424,-0.6485379795069863,-0.67721319,0.028675210493013692
9,$d_{2}$ [mm],-0.00067721319,-0.0008831582886306594,-0.8831582886306594,-0.67721319,-0.20594509863065935
10,$r_{2}$ [mm],-0.0006772131900000256,-0.0007489835564852831,-0.7489835564852831,-0.6772131900000256,-0.07177036648525759
11,$\alpha_{2}$ [$\degree$],-0.011819599903433842,-0.011784133251722784,-0.6751811005434905,-0.6772131899999945,0.002032089456504016
12,$\theta_{3}$ [$\degree$],0.01653526556495632,0.016200067391856615,0.9281954893808912,0.94740093,-0.019205440619108782
13,$d_{3}$ [mm],0.00094740093,0.0012922355762426093,1.2922355762426092,0.94740093,0.3448346462426092
14,$r_{3}$ [mm],0.00094740093,0.0008149726332477723,0.8149726332477724,0.94740093,-0.13242829675222767
15,$\alpha_{3}$ [$\degree$],0.016535265564956214,0.01638539507921566,0.9388139836934845,0.9474009299999939,-0.008586946306509469
16,$\theta_{4}$ [$\degree$],0.007945060768325182,0.008467986891288118,0.4851799098429154,0.45521845,0.029961459842915428
17,$d_{4}$ [mm],0.00045521845,0.0009371499941285912,0.9371499941285911,0.45521845,0.4819315441285911
18,$r_{4}$ [mm],0.0004552184500000167,0.0007368943682318774,0.7368943682318774,0.4552184500000167,0.28167591823186067
19,$\alpha_{4}$ [$\degree$],0.00794506076832513,0.008492036678382942,0.48655786114163696,0.45521844999999705,0.031339411141639906
20,$\theta_{5}$ [$\degree$],0.006741544198937113,0.0056662060650649595,0.3246496933796517,0.38626203,-0.06161233662034826
21,$d_{5}$ [mm],0.00038626203,-0.0006753054478243815,-0.6753054478243815,0.38626203,-1.0615674778243815
22,$r_{5}$ [mm],0.00038626203,0.0010558004313689009,1.055800431368901,0.38626203,0.669538401368901
23,$\alpha_{5}$ [$\degree$],0.006741544198937133,0.006152174713548897,0.352493645913458,0.38626203000000114,-0.033768384086543146
24,$\theta_{6}$ [$\degree$],-0.014850829454300671,-0.015371166325525445,-0.8807029566462217,-0.85088985,-0.02981310664622172
25,$d_{6}$ [mm],-0.0008508898499999999,-0.0002743565127278116,-0.2743565127278116,-0.85088985,0.5765333372721884
26,$r_{6}$ [mm],-0.0008508898499999806,-0.0009843146698801375,-0.9843146698801375,-0.8508898499999806,-0.13342481988015686
27,$\alpha_{6}$ [$\degree$],-0.014850829454300607,-0.014581571918039105,-0.8354625295701215,-0.8508898499999962,0.015427320429874714
28,$\theta_{7}$ [$\degree$],0.008582234052470161,0.009403716886604352,0.5387932893383319,0.49172578999999733,0.047067499338334595
29,$d_{7}$ [mm],0.00049172579,-0.00026902933950761695,-0.269029339507617,0.49172579000000005,-0.760755129507617
30,$r_{7}$ [mm],0.00049172579,8.903397362960931e-05,0.08903397362960931,0.49172579000000005,-0.40269181637039075
31,$\alpha_{7}$ [$\degree$],0.008582234052470161,0.008459608534215235,0.48469986534338566,0.49172578999999733,-0.007025924656611671
