,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0,-0.0014792141872419953,-0.08475272992484063,0.0,-0.08475272992484063
5,$d_{1}$ [mm],0.0,0.00023165478212410612,0.23165478212410612,0.0,0.23165478212410612
6,$r_{1}$ [mm],0.0,-0.0014685108486800246,-1.4685108486800247,0.0,-1.4685108486800247
7,$\alpha_{1}$ [$\degree$],0.0,-0.00018630544992226383,-0.010674515980831628,0.0,-0.010674515980831628
8,$\theta_{2}$ [$\degree$],0.0,-0.0008063355731726003,-0.046199625214052166,0.0,-0.046199625214052166
9,$d_{2}$ [mm],0.0,-0.00158547643904384,-1.58547643904384,0.0,-1.58547643904384
10,$r_{2}$ [mm],0.0,0.00027254454894137803,0.27254454894137803,0.0,0.27254454894137803
11,$\alpha_{2}$ [$\degree$],0.0,0.0007194054821382245,0.04121889788509439,0.0,0.04121889788509439
12,$\theta_{3}$ [$\degree$],0.0,-0.0013386912918395815,-0.076701361093324,0.0,-0.076701361093324
13,$d_{3}$ [mm],0.0,0.001341585071299339,1.341585071299339,0.0,1.341585071299339
14,$r_{3}$ [mm],0.0,-0.000599548614561921,-0.599548614561921,0.0,-0.599548614561921
15,$\alpha_{3}$ [$\degree$],0.0,-0.0005847722979943626,-0.03350498465124347,0.0,-0.03350498465124347
16,$\theta_{4}$ [$\degree$],0.0,0.002291140064757574,0.1312726559839391,0.0,0.1312726559839391
17,$d_{4}$ [mm],0.0,-0.0031574593487812093,-3.157459348781209,0.0,-3.157459348781209
18,$r_{4}$ [mm],0.0,-0.0006361919898058566,-0.6361919898058566,0.0,-0.6361919898058566
19,$\alpha_{4}$ [$\degree$],0.0,-0.0005578558575689563,-0.031962786215352375,0.0,-0.031962786215352375
20,$\theta_{5}$ [$\degree$],0.0,-0.0012332062399366274,-0.0706575128175663,0.0,-0.0706575128175663
21,$d_{5}$ [mm],0.0,0.004528365707892663,4.528365707892664,0.0,4.528365707892664
22,$r_{5}$ [mm],0.0,0.0035239561256547934,3.5239561256547933,0.0,3.5239561256547933
23,$\alpha_{5}$ [$\degree$],0.0,0.00018253224717623695,0.010458327388237116,0.0,0.010458327388237116
24,$\theta_{6}$ [$\degree$],0.0,-0.0008613662471963142,-0.04935265057937118,0.0,-0.04935265057937118
25,$d_{6}$ [mm],0.0,-0.0026153024380245735,-2.6153024380245737,0.0,-2.6153024380245737
26,$r_{6}$ [mm],0.0,0.003126640508726075,3.126640508726075,0.0,3.126640508726075
27,$\alpha_{6}$ [$\degree$],0.0,0.00040857097650692786,0.02340939258538568,0.0,0.02340939258538568
28,$\theta_{7}$ [$\degree$],0.0,0.0012207983494971764,0.06994659306272502,0.0,0.06994659306272502
29,$d_{7}$ [mm],0.0,0.002879593899148823,2.879593899148823,0.0,2.879593899148823
30,$r_{7}$ [mm],0.0,-0.001540782285807835,-1.540782285807835,0.0,-1.540782285807835
31,$\alpha_{7}$ [$\degree$],0.0,-0.0016242740093845853,-0.09306404551052941,0.0,-0.09306404551052941
