,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0,-0.0012586066295710982,-0.07211284794160933,0.0,-0.07211284794160933
5,$d_{1}$ [mm],0.0,-0.0014026092984084418,-1.4026092984084417,0.0,-1.4026092984084417
6,$r_{1}$ [mm],0.0,-0.0012959971740239475,-1.2959971740239475,0.0,-1.2959971740239475
7,$\alpha_{1}$ [$\degree$],0.0,0.0008781207764831933,0.05031261439523768,0.0,0.05031261439523768
8,$\theta_{2}$ [$\degree$],0.0,-0.0014165477935195968,-0.08116221004724208,0.0,-0.08116221004724208
9,$d_{2}$ [mm],0.0,0.0009705421324083686,0.9705421324083686,0.0,0.9705421324083686
10,$r_{2}$ [mm],0.0,-0.0008140898533139929,-0.8140898533139929,0.0,-0.8140898533139929
11,$\alpha_{2}$ [$\degree$],0.0,-0.00028337989468241176,-0.016236471964163952,0.0,-0.016236471964163952
12,$\theta_{3}$ [$\degree$],0.0,-0.0011306084838519324,-0.06477909440640062,0.0,-0.06477909440640062
13,$d_{3}$ [mm],0.0,-0.0004374169845607538,-0.43741698456075384,0.0,-0.43741698456075384
14,$r_{3}$ [mm],0.0,0.001729830713715625,1.729830713715625,0.0,1.729830713715625
15,$\alpha_{3}$ [$\degree$],0.0,0.0006245234888642148,0.035782560118704974,0.0,0.035782560118704974
16,$\theta_{4}$ [$\degree$],0.0,0.0018878224060641109,0.10816425633770586,0.0,0.10816425633770586
17,$d_{4}$ [mm],0.0,-0.0015483623277590768,-1.5483623277590768,0.0,-1.5483623277590768
18,$r_{4}$ [mm],0.0,0.0032493467328217895,3.2493467328217895,0.0,3.2493467328217895
19,$\alpha_{4}$ [$\degree$],0.0,-0.0008422014886917406,-0.04825459080167167,0.0,-0.04825459080167167
20,$\theta_{5}$ [$\degree$],0.0,-0.0010529119421888381,-0.06032741048634295,0.0,-0.06032741048634295
21,$d_{5}$ [mm],0.0,0.001746998960277984,1.7469989602779838,0.0,1.7469989602779838
22,$r_{5}$ [mm],0.0,0.0006686686549062433,0.6686686549062433,0.0,0.6686686549062433
23,$\alpha_{5}$ [$\degree$],0.0,7.069690207428536e-05,0.004050634113506226,0.0,0.004050634113506226
24,$\theta_{6}$ [$\degree$],0.0,-0.0020819608521324712,-0.11928756993865106,0.0,-0.11928756993865106
25,$d_{6}$ [mm],0.0,-0.0011294261381687603,-1.1294261381687603,0.0,-1.1294261381687603
26,$r_{6}$ [mm],0.0,8.264391883894273e-05,0.08264391883894273,0.0,0.08264391883894273
27,$\alpha_{6}$ [$\degree$],0.0,0.0006518819648886343,0.03735008532881406,0.0,0.03735008532881406
28,$\theta_{7}$ [$\degree$],0.0,0.001373688740947232,0.07870656722091628,0.0,0.07870656722091628
29,$d_{7}$ [mm],0.0,0.002670572154077537,2.6705721540775373,0.0,2.6705721540775373
30,$r_{7}$ [mm],0.0,0.0005564740604561684,0.5564740604561684,0.0,0.5564740604561684
31,$\alpha_{7}$ [$\degree$],0.0,-0.0024572110852747464,-0.1407878245590036,0.0,-0.1407878245590036
