,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.015409972558247534,-0.015509112921953698,-0.888606714419755,-0.8829263899999998,-0.005680324419755189
5,$d_{1}$ [mm],-0.00088292639,-0.0008291048592319187,-0.8291048592319187,-0.88292639,0.05382153076808127
6,$r_{1}$ [mm],-0.00088292639,-0.00294978519148881,-2.94978519148881,-0.88292639,-2.0668588014888103
7,$\alpha_{1}$ [$\degree$],-0.015409972558247498,-0.014443464664494865,-0.8275495668218933,-0.8829263899999978,0.05537682317810455
8,$\theta_{2}$ [$\degree$],-0.011819599903433939,-0.013081942990271586,-0.7495401211733136,-0.67721319,-0.07232693117331357
9,$d_{2}$ [mm],-0.00067721319,-0.00051709384085994,-0.51709384085994,-0.67721319,0.16011934914005999
10,$r_{2}$ [mm],-0.0006772131900000256,-0.001912267296202752,-1.912267296202752,-0.6772131900000256,-1.2350541062027265
11,$\alpha_{2}$ [$\degree$],-0.011819599903433842,-0.011690526154450653,-0.6698178089373268,-0.6772131899999945,0.007395381062667683
12,$\theta_{3}$ [$\degree$],0.01653526556495632,0.016726675872802896,0.9583679327949085,0.94740093,0.010967002794908476
13,$d_{3}$ [mm],0.00094740093,-0.0022346768203674655,-2.2346768203674654,0.94740093,-3.1820777503674655
14,$r_{3}$ [mm],0.00094740093,-0.00026292103051125937,-0.26292103051125937,0.94740093,-1.2103219605112594
15,$\alpha_{3}$ [$\degree$],0.016535265564956214,0.01575684129989985,0.9028005049416912,0.9474009299999939,-0.04460042505830275
16,$\theta_{4}$ [$\degree$],0.007945060768325182,0.008867017744907226,0.5080426936507929,0.45521845,0.05282424365079291
17,$d_{4}$ [mm],0.00045521845,0.0023606430001552577,2.3606430001552576,0.45521845,1.9054245501552576
18,$r_{4}$ [mm],0.0004552184500000167,0.0015202952230299882,1.5202952230299882,0.4552184500000167,1.0650767730299715
19,$\alpha_{4}$ [$\degree$],0.00794506076832513,0.007851807516871867,0.4498754322658529,0.45521844999999705,-0.00534301773414414
20,$\theta_{5}$ [$\degree$],0.006741544198937113,0.0040271648882806935,0.23073955150175743,0.38626203,-0.15552247849824255
21,$d_{5}$ [mm],0.00038626203,-0.005059099168885848,-5.059099168885848,0.38626203,-5.445361198885848
22,$r_{5}$ [mm],0.00038626203,0.0002709410418747751,0.2709410418747751,0.38626203,-0.1153209881252249
23,$\alpha_{5}$ [$\degree$],0.006741544198937133,0.006581364941136814,0.3770844345625049,0.38626203000000114,-0.009177595437496244
24,$\theta_{6}$ [$\degree$],-0.014850829454300671,-0.017237874042426042,-0.9876574304091276,-0.85088985,-0.13676758040912762
25,$d_{6}$ [mm],-0.0008508898499999999,0.004822314318249242,4.8223143182492425,-0.85088985,5.673204168249242
26,$r_{6}$ [mm],-0.0008508898499999806,0.0010496598641850374,1.0496598641850374,-0.8508898499999806,1.900549714185018
27,$\alpha_{6}$ [$\degree$],-0.014850829454300607,-0.014510442742324825,-0.8313871280014489,-0.8508898499999962,0.0195027219985473
28,$\theta_{7}$ [$\degree$],0.008582234052470161,0.013176699396758584,0.7549692633468447,0.49172578999999733,0.26324347334684733
29,$d_{7}$ [mm],0.00049172579,-0.00013750443387849053,-0.13750443387849054,0.49172579000000005,-0.6292302238784906
30,$r_{7}$ [mm],0.00049172579,0.0011295974805221284,1.1295974805221283,0.49172579000000005,0.6378716905221282
31,$\alpha_{7}$ [$\degree$],0.008582234052470161,0.006488653236431219,0.3717724451714111,0.49172578999999733,-0.11995334482858622
