,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0,-0.006286151595242813,-0.3601699557868429,0.0,-0.3601699557868429
5,$d_{1}$ [mm],0.0,-0.025291287335897496,-25.291287335897497,0.0,-25.291287335897497
6,$r_{1}$ [mm],0.0,0.004338184086686049,4.3381840866860495,0.0,4.3381840866860495
7,$\alpha_{1}$ [$\degree$],0.0,0.005351920628007045,0.3066424642738087,0.0,0.3066424642738087
8,$\theta_{2}$ [$\degree$],0.0,0.0007472111066908432,0.04281204281868479,0.0,0.04281204281868479
9,$d_{2}$ [mm],0.0,0.011745560033096819,11.745560033096819,0.0,11.745560033096819
10,$r_{2}$ [mm],0.0,0.004618256590197101,4.618256590197101,0.0,4.618256590197101
11,$\alpha_{2}$ [$\degree$],0.0,0.00801715810834458,0.4593493232972312,0.0,0.4593493232972312
12,$\theta_{3}$ [$\degree$],0.0,0.007129022151396181,0.40846288133027536,0.0,0.40846288133027536
13,$d_{3}$ [mm],0.0,-0.004085941155118133,-4.085941155118133,0.0,-4.085941155118133
14,$r_{3}$ [mm],0.0,-0.002835892587784601,-2.835892587784601,0.0,-2.835892587784601
15,$\alpha_{3}$ [$\degree$],0.0,-2.7317623150446835e-05,-0.0015651845128494752,0.0,-0.0015651845128494752
16,$\theta_{4}$ [$\degree$],0.0,0.010187877550932803,0.583722385864527,0.0,0.583722385864527
17,$d_{4}$ [mm],0.0,-0.005585724108054246,-5.585724108054246,0.0,-5.585724108054246
18,$r_{4}$ [mm],0.0,0.007838536164993082,7.838536164993082,0.0,7.838536164993082
19,$\alpha_{4}$ [$\degree$],0.0,0.001519296901141498,0.08704930026271251,0.0,0.08704930026271251
20,$\theta_{5}$ [$\degree$],0.0,0.03724553413777866,2.134011911805147,0.0,2.134011911805147
21,$d_{5}$ [mm],0.0,0.008508943366940889,8.508943366940889,0.0,8.508943366940889
22,$r_{5}$ [mm],0.0,0.006253508968770365,6.253508968770364,0.0,6.253508968770364
23,$\alpha_{5}$ [$\degree$],0.0,0.004208763880623634,0.24114440732683648,0.0,0.24114440732683648
24,$\theta_{6}$ [$\degree$],0.0,0.010182183616103338,0.5833961474299761,0.0,0.5833961474299761
25,$d_{6}$ [mm],0.0,-0.00996311928330147,-9.96311928330147,0.0,-9.96311928330147
26,$r_{6}$ [mm],0.0,-0.0040835407292162396,-4.08354072921624,0.0,-4.08354072921624
27,$\alpha_{6}$ [$\degree$],0.0,0.005940546566984395,0.34036824628913603,0.0,0.34036824628913603
28,$\theta_{7}$ [$\degree$],0.0,-0.03279091830152795,-1.8787812250358416,0.0,-1.8787812250358416
29,$d_{7}$ [mm],0.0,0.002113271306679626,2.113271306679626,0.0,2.113271306679626
30,$r_{7}$ [mm],0.0,-0.0065593563258031975,-6.559356325803197,0.0,-6.559356325803197
31,$\alpha_{7}$ [$\degree$],0.0,-0.011358792334331347,-0.6508108611227386,0.0,-0.6508108611227386
