,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0041,0.004725918881382443,0.2707752062244011,0.23491269600363754,0.03586251022076356
5,$d_{1}$ [mm],0.0041,0.004085262956644926,4.085262956644926,4.1000000000000005,-0.01473704335507442
6,$r_{1}$ [mm],0.0041,0.00409446390956399,4.09446390956399,4.1000000000000005,-0.005536090436010888
7,$\alpha_{1}$ [$\degree$],0.0040999999999999925,0.003712169976026747,0.21269167246151258,0.2349126960036371,-0.02222102354212452
8,$\theta_{2}$ [$\degree$],-0.0013,-0.001181218873387443,-0.06767885612629844,-0.07448451336700701,0.006805657240708571
9,$d_{2}$ [mm],-0.0013,-0.0013751593587797814,-1.3751593587797815,-1.3,-0.07515935877978142
10,$r_{2}$ [mm],-0.0013000000000000234,-0.001185638346829443,-1.185638346829443,-1.3000000000000234,0.11436165317058045
11,$\alpha_{2}$ [$\degree$],-0.0013000000000000789,-0.0007820839034369254,-0.044810106892052844,-0.07448451336701155,0.029674406474958705
12,$\theta_{3}$ [$\degree$],0.0041,0.00482966322966884,0.2767193195295469,0.23491269600363754,0.04180662352590939
13,$d_{3}$ [mm],0.0041,0.004177452599087331,4.177452599087331,4.1000000000000005,0.07745259908733004
14,$r_{3}$ [mm],0.0041,0.003938157622112732,3.9381576221127323,4.1000000000000005,-0.16184237788726819
15,$\alpha_{3}$ [$\degree$],0.0040999999999999925,0.003141346346591911,0.17998588764855683,0.2349126960036371,-0.054926808355080264
16,$\theta_{4}$ [$\degree$],0.017,0.016583315963833056,0.9501540150595571,0.9740282517223995,-0.023874236662842385
17,$d_{4}$ [mm],0.017,0.01783891863792042,17.838918637920422,17.0,0.8389186379204219
18,$r_{4}$ [mm],0.017000000000000015,0.019681736669173944,19.681736669173944,17.000000000000014,2.6817366691739295
19,$\alpha_{4}$ [$\degree$],0.016999999999999904,0.0181787070918511,1.0415631933676064,0.974028251722394,0.06753494164521234
20,$\theta_{5}$ [$\degree$],0.0006,0.0007656334468259748,0.04386756515718229,0.03437746770784939,0.0094900974493329
21,$d_{5}$ [mm],0.0006,0.0007505570281968682,0.7505570281968682,0.6,0.15055702819686823
22,$r_{5}$ [mm],0.0006,0.0008862299872266881,0.8862299872266881,0.6,0.28622998722668813
23,$\alpha_{5}$ [$\degree$],0.0005999999999999339,0.0002337231557536512,0.013391350399162998,0.0343774677078456,-0.020986117308682606
24,$\theta_{6}$ [$\degree$],0.0,0.0005952642618712572,0.034106129900193245,0.0,0.034106129900193245
25,$d_{6}$ [mm],0.0,-0.0015151202871125059,-1.5151202871125058,0.0,-1.5151202871125058
26,$r_{6}$ [mm],0.0,-0.0011704981386485014,-1.1704981386485014,0.0,-1.1704981386485014
27,$\alpha_{6}$ [$\degree$],0.0,0.00036366577596336214,0.020836514116050787,0.0,0.020836514116050787
28,$\theta_{7}$ [$\degree$],-0.0052,-0.006528344176972004,-0.37404656854930285,-0.29793805346802804,-0.07610851508127481
29,$d_{7}$ [mm],-0.005199999999999996,-0.0054734229934476075,-5.473422993447608,-5.199999999999997,-0.27342299344761134
30,$r_{7}$ [mm],-0.0052,-0.004841730715205636,-4.841730715205636,-5.2,0.35826928479436404
31,$\alpha_{7}$ [$\degree$],-0.0052000000000000934,-0.006813432257488206,-0.390380912352367,-0.2979380534680334,-0.09244285888433357
