,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.0013,-0.0013002809966543858,-0.07450061328936063,-0.07448451336700701,-1.609992235361568e-05
5,$d_{1}$ [mm],-0.0013,-0.0012995280637416594,-1.2995280637416593,-1.3,0.0004719362583407438
6,$r_{1}$ [mm],-0.0013,-0.0013003179805725542,-1.3003179805725542,-1.3,-0.00031798057255416623
7,$\alpha_{1}$ [$\degree$],-0.0013000000000000789,-0.0013007804987026361,-0.07452923264858351,-0.07448451336701155,-4.471928157195881e-05
8,$\theta_{2}$ [$\degree$],-0.0152,-0.015200409397478626,-0.8709193053465198,-0.8708958485988514,-2.3456747668459954e-05
9,$d_{2}$ [mm],-0.0152,-0.015200408201535964,-15.200408201535964,-15.2,-0.00040820153596499154
10,$r_{2}$ [mm],-0.015199999999999991,-0.015200359848911937,-15.200359848911937,-15.199999999999992,-0.0003598489119447379
11,$\alpha_{2}$ [$\degree$],-0.015200000000000102,-0.015198996955980482,-0.8708383784098671,-0.8708958485988572,5.747018899004974e-05
12,$\theta_{3}$ [$\degree$],0.0029,0.0028998996607166173,0.16615201157048154,0.1661577605879387,-5.749017457173933e-06
13,$d_{3}$ [mm],0.0029,0.00290040660016344,2.90040660016344,2.9,0.000406600163440185
14,$r_{3}$ [mm],0.0029,0.002900078175355204,2.900078175355204,2.9,7.817535520393548e-05
15,$\alpha_{3}$ [$\degree$],0.0028999999999999027,0.0028997176397256297,0.16614158253591516,0.16615776058793316,-1.6178052018006595e-05
16,$\theta_{4}$ [$\degree$],-0.0038,-0.003800542657019351,-0.21775505410664478,-0.21772396214971285,-3.109195693193345e-05
17,$d_{4}$ [mm],-0.0038,-0.003799644839161472,-3.799644839161472,-3.8,0.00035516083852771274
18,$r_{4}$ [mm],-0.0038000000000000256,-0.00379973597192812,-3.79973597192812,-3.8000000000000256,0.00026402807190573085
19,$\alpha_{4}$ [$\degree$],-0.0038000000000000256,-0.0037996817428864738,-0.21770572736030777,-0.2177239621497143,1.8234789406518237e-05
20,$\theta_{5}$ [$\degree$],0.0064,0.006400376476014893,0.3667145593704681,0.36669298888372687,2.157048674122919e-05
21,$d_{5}$ [mm],0.0064,0.006399635971419263,6.399635971419262,6.4,-0.00036402858073802946
22,$r_{5}$ [mm],0.0064,0.006400082662289657,6.400082662289657,6.4,8.266228965680966e-05
23,$\alpha_{5}$ [$\degree$],0.006399999999999961,0.006399755792469541,0.3666789968229063,0.36669298888372465,-1.3992060818368568e-05
24,$\theta_{6}$ [$\degree$],0.0074,0.007400824083518244,0.42403598490437083,0.4239887683968092,4.7216507561620435e-05
25,$d_{6}$ [mm],0.0074,0.007400192958009528,7.400192958009528,7.4,0.00019295800952789932
26,$r_{6}$ [mm],0.007400000000000018,0.007399782856826631,7.399782856826631,7.400000000000018,-0.00021714317338705769
27,$\alpha_{6}$ [$\degree$],0.007400000000000073,0.007400416384060415,0.4240126254461275,0.4239887683968134,2.3857049314124357e-05
28,$\theta_{7}$ [$\degree$],-0.0072,-0.0072003638271909524,-0.41255045825670644,-0.4125296124941927,-2.084576251376591e-05
29,$d_{7}$ [mm],-0.007199999999999998,-0.007200186973325043,-7.200186973325043,-7.199999999999998,-0.00018697332504480357
30,$r_{7}$ [mm],-0.0072,-0.007199833859293464,-7.199833859293464,-7.2,0.00016614070653631074
31,$\alpha_{7}$ [$\degree$],-0.007200000000000095,-0.007200062502088933,-0.4125331936000993,-0.4125296124941982,-3.58110590115146e-06
