,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.3081994511649507,-0.3081984662938623,-17.65847137104327,-17.658527799999998,5.642895672863801e-05
5,$d_{1}$ [mm],-0.0176585278,-0.017658735279226435,-17.658735279226434,-17.6585278,-0.00020747922643238326
6,$r_{1}$ [mm],-0.0176585278,-0.01765605707659004,-17.656057076590038,-17.6585278,0.002470723409963682
7,$\alpha_{1}$ [$\degree$],-0.3081994511649506,-0.308188170801986,-17.657881482810748,-17.658527799999995,0.0006463171892470143
8,$\theta_{2}$ [$\degree$],-0.23639199806867878,-0.23638966206215373,-13.5441299566852,-13.544263800000003,0.0001338433148028173
9,$d_{2}$ [mm],-0.0135442638,-0.01354324041866425,-13.54324041866425,-13.5442638,0.001023381335748752
10,$r_{2}$ [mm],-0.013544263800000012,-0.013542074856959796,-13.542074856959797,-13.544263800000012,0.0021889430402151078
11,$\alpha_{2}$ [$\degree$],-0.23639199806867883,-0.23640417442487083,-13.544961453819655,-13.544263800000005,-0.0006976538196497017
12,$\theta_{3}$ [$\degree$],0.33070531129912645,0.3307050357517129,18.94800281229615,18.9480186,-1.5787703851799506e-05
13,$d_{3}$ [mm],0.0189480186,0.018949870713306366,18.949870713306368,18.9480186,0.0018521133063664763
14,$r_{3}$ [mm],0.0189480186,0.018950940326542678,18.95094032654268,18.9480186,0.0029217265426773054
15,$\alpha_{3}$ [$\degree$],0.3307053112991265,0.3307137081278626,18.948499702847876,18.948018600000005,0.0004811028478712842
16,$\theta_{4}$ [$\degree$],0.15890121536650365,0.15890229854478344,9.104431061543895,9.104369000000002,6.206154389332141e-05
17,$d_{4}$ [mm],0.009104369000000001,0.009103712493285879,9.10371249328588,9.104369000000002,-0.000656506714122429
18,$r_{4}$ [mm],0.009104369000000001,0.009104016998354836,9.104016998354837,9.104369000000002,-0.00035200164516524524
19,$\alpha_{4}$ [$\degree$],0.1589012153665037,0.1588920100501281,9.1038415742226,9.104369000000004,-0.0005274257774043889
20,$\theta_{5}$ [$\degree$],0.13483088397874227,0.13482941890503775,7.725156657460056,7.7252406,-8.394253994392642e-05
21,$d_{5}$ [mm],0.0077252406,0.007725011771250796,7.725011771250796,7.725240599999999,-0.00022882874920338026
22,$r_{5}$ [mm],0.0077252406,0.007724276190520391,7.72427619052039,7.725240599999999,-0.0009644094796090741
23,$\alpha_{5}$ [$\degree$],0.1348308839787422,0.13483255707673925,7.7253364614539395,7.7252405999999985,9.58614539410263e-05
24,$\theta_{6}$ [$\degree$],-0.2970165890860134,-0.2970174688060456,-17.017847404245,-17.017796999999998,-5.040424500180052e-05
25,$d_{6}$ [mm],-0.017017796999999998,-0.01701783828128833,-17.01783828128833,-17.017796999999998,-4.1281288332584154e-05
26,$r_{6}$ [mm],-0.017017797,-0.017018216268204434,-17.018216268204434,-17.017797,-0.000419268204431944
27,$\alpha_{6}$ [$\degree$],-0.29701658908601347,-0.2970188595626939,-17.017927088731273,-17.017797,-0.000130088731271627
28,$\theta_{7}$ [$\degree$],0.1716446810494041,0.17164563245177145,9.834570311340265,9.834515799999998,5.4511340266572006e-05
29,$d_{7}$ [mm],0.0098345158,0.009834481590955506,9.834481590955505,9.8345158,-3.420904449491502e-05
30,$r_{7}$ [mm],0.0098345158,0.009838088821998566,9.838088821998566,9.8345158,0.003573021998565906
31,$\alpha_{7}$ [$\degree$],0.1716446810494041,0.1716449796110333,9.834532906321275,9.834515799999998,1.710632127682743e-05
