,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.3081994511649507,-0.3102471500099471,-17.775852301532105,-17.658527799999998,-0.1173245015321065
5,$d_{1}$ [mm],-0.0176585278,-0.016909437288083157,-16.909437288083158,-17.6585278,0.7490905119168438
6,$r_{1}$ [mm],-0.0176585278,-0.019606000327403887,-19.606000327403887,-17.6585278,-1.9474725274038853
7,$\alpha_{1}$ [$\degree$],-0.3081994511649506,-0.3058363941213602,-17.523134604653603,-17.658527799999995,0.13539319534639205
8,$\theta_{2}$ [$\degree$],-0.23639199806867878,-0.23560969444176022,-13.499441103879791,-13.544263800000003,0.04482269612021206
9,$d_{2}$ [mm],-0.0135442638,-0.01888812769510749,-18.88812769510749,-13.5442638,-5.343863895107489
10,$r_{2}$ [mm],-0.013544263800000012,-0.010696445001410593,-10.696445001410593,-13.544263800000012,2.8478187985894188
11,$\alpha_{2}$ [$\degree$],-0.23639199806867883,-0.2373542003363487,-13.599393928975406,-13.544263800000005,-0.05513012897540115
12,$\theta_{3}$ [$\degree$],0.33070531129912645,0.32967738392448315,18.889122699786977,18.9480186,-0.05889590021302382
13,$d_{3}$ [mm],0.0189480186,0.022718017145868425,22.718017145868426,18.9480186,3.7699985458684253
14,$r_{3}$ [mm],0.0189480186,0.02277551776901439,22.77551776901439,18.9480186,3.827499169014388
15,$\alpha_{3}$ [$\degree$],0.3307053112991265,0.32998962310790225,18.9070126871955,18.948018600000005,-0.04100591280450416
16,$\theta_{4}$ [$\degree$],0.15890121536650365,0.15750515813354138,9.024380812592552,9.104369000000002,-0.07998818740744973
17,$d_{4}$ [mm],0.009104369000000001,0.010939816058695113,10.939816058695113,9.104369000000002,1.8354470586951113
18,$r_{4}$ [mm],0.009104369000000001,0.006162615886479039,6.162615886479039,9.104369000000002,-2.9417531135209627
19,$\alpha_{4}$ [$\degree$],0.1589012153665037,0.1605473665491961,9.198686515208749,9.104369000000004,0.0943175152087452
20,$\theta_{5}$ [$\degree$],0.13483088397874227,0.13557535833677425,7.7678958386709445,7.7252406,0.04265523867094423
21,$d_{5}$ [mm],0.0077252406,0.005328369587263628,5.328369587263627,7.725240599999999,-2.396871012736372
22,$r_{5}$ [mm],0.0077252406,0.012650840927025939,12.65084092702594,7.725240599999999,4.92560032702594
23,$\alpha_{5}$ [$\degree$],0.1348308839787422,0.13364828063396317,7.657482419506104,7.7252405999999985,-0.06775818049389404
24,$\theta_{6}$ [$\degree$],-0.2970165890860134,-0.2962791995033087,-16.975547689054107,-17.017796999999998,0.04224931094589124
25,$d_{6}$ [mm],-0.017017796999999998,-0.013886342117205044,-13.886342117205043,-17.017796999999998,3.131454882794955
26,$r_{6}$ [mm],-0.017017797,-0.01659832389455579,-16.59832389455579,-17.017797,0.41947310544421157
27,$\alpha_{6}$ [$\degree$],-0.29701658908601347,-0.29813717800820005,-17.082002015810406,-17.017797,-0.06420501581040483
28,$\theta_{7}$ [$\degree$],0.1716446810494041,0.1716148422980741,9.832806165482848,9.834515799999998,-0.001709634517149894
29,$d_{7}$ [mm],0.0098345158,0.008231813769433112,8.231813769433112,9.8345158,-1.6027020305668884
30,$r_{7}$ [mm],0.0098345158,0.009490849618599981,9.49084961859998,9.8345158,-0.34366618140001925
31,$\alpha_{7}$ [$\degree$],0.1716446810494041,0.1725745243411192,9.887791896223824,9.834515799999998,0.053276096223825675
