,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.3081994511649507,-0.3094652092877688,-17.731050398321877,-17.658527799999998,-0.07252259832187846
5,$d_{1}$ [mm],-0.0176585278,-0.01858416536140118,-18.58416536140118,-17.6585278,-0.925637561401178
6,$r_{1}$ [mm],-0.0176585278,-0.021592300865939464,-21.592300865939464,-17.6585278,-3.9337730659394623
7,$\alpha_{1}$ [$\degree$],-0.3081994511649506,-0.307361137385161,-17.610495958510388,-17.658527799999995,0.04803184148960682
8,$\theta_{2}$ [$\degree$],-0.23639199806867878,-0.23816204535740892,-13.645680039182814,-13.544263800000003,-0.10141623918281084
9,$d_{2}$ [mm],-0.0135442638,-0.01281015505673216,-12.81015505673216,-13.5442638,0.7341087432678393
10,$r_{2}$ [mm],-0.013544263800000012,-0.014537931131728021,-14.53793113172802,-13.544263800000012,-0.9936673317280089
11,$\alpha_{2}$ [$\degree$],-0.23639199806867883,-0.23380199953770675,-13.39586781523022,-13.544263800000005,0.14839598476978466
12,$\theta_{3}$ [$\degree$],0.33070531129912645,0.33203499443936363,19.024203832025293,18.9480186,0.07618523202529204
13,$d_{3}$ [mm],0.0189480186,0.014056062097734363,14.056062097734364,18.9480186,-4.8919565022656375
14,$r_{3}$ [mm],0.0189480186,0.01844806227129916,18.44806227129916,18.9480186,-0.49995632870083995
15,$\alpha_{3}$ [$\degree$],0.3307053112991265,0.3278092314786254,18.782085449152287,18.948018600000005,-0.16593315084771731
16,$\theta_{4}$ [$\degree$],0.15890121536650365,0.16040566130135467,9.19056740257258,9.104369000000002,0.08619840257257749
17,$d_{4}$ [mm],0.009104369000000001,0.01323735775704105,13.23735775704105,9.104369000000002,4.132988757041048
18,$r_{4}$ [mm],0.009104369000000001,0.011499152689124215,11.499152689124214,9.104369000000002,2.3947836891242122
19,$\alpha_{4}$ [$\degree$],0.1589012153665037,0.15947342356058192,9.13715411452349,9.104369000000004,0.032785114523486314
20,$\theta_{5}$ [$\degree$],0.13483088397874227,0.13230712128422892,7.580639649111822,7.7252406,-0.14460095088817848
21,$d_{5}$ [mm],0.0077252406,0.0002997008899118655,0.2997008899118655,7.725240599999999,-7.425539710088134
22,$r_{5}$ [mm],0.0077252406,0.008055631545802418,8.055631545802418,7.725240599999999,0.330390945802419
23,$\alpha_{5}$ [$\degree$],0.1348308839787422,0.1326242327685201,7.598808798796835,7.7252405999999985,-0.12643180120316355
24,$\theta_{6}$ [$\degree$],-0.2970165890860134,-0.29872392440936424,-17.115620108241604,-17.017796999999998,-0.0978231082416059
25,$d_{6}$ [mm],-0.017017796999999998,-0.008171835871928698,-8.171835871928698,-17.017796999999998,8.8459611280713
26,$r_{6}$ [mm],-0.017017797,-0.0157439240997021,-15.7439240997021,-17.017797,1.273872900297901
27,$\alpha_{6}$ [$\degree$],-0.29701658908601347,-0.2943852185341196,-16.867030573041472,-17.017797,0.15076642695852982
28,$\theta_{7}$ [$\degree$],0.1716446810494041,0.17708435839195813,10.146186353641282,9.834515799999998,0.3116705536412834
29,$d_{7}$ [mm],0.0098345158,0.007628890377712874,7.6288903777128745,9.8345158,-2.2056254222871257
30,$r_{7}$ [mm],0.0098345158,0.009867224386006363,9.867224386006363,9.8345158,0.03270858600636295
31,$\alpha_{7}$ [$\degree$],0.1716446810494041,0.16817926994306132,9.635962369328794,9.834515799999998,-0.198553430671204
