,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0,-0.0007495490928825597,-0.04294599956003,0.0,-0.04294599956003
5,$d_{1}$ [mm],0.0,-0.0011085835714470683,-1.1085835714470682,0.0,-1.1085835714470682
6,$r_{1}$ [mm],0.0,-0.00016385133381664882,-0.16385133381664882,0.0,-0.16385133381664882
7,$\alpha_{1}$ [$\degree$],0.0,0.0018607334688711674,0.10661217456505524,0.0,0.10661217456505524
8,$\theta_{2}$ [$\degree$],0.0,-0.0024423518072370404,-0.1399364506408316,0.0,-0.1399364506408316
9,$d_{2}$ [mm],0.0,0.0007822263581648619,0.782226358164862,0.0,0.782226358164862
10,$r_{2}$ [mm],0.0,-0.00043168328392201305,-0.43168328392201305,0.0,-0.43168328392201305
11,$\alpha_{2}$ [$\degree$],0.0,-0.0013156623630210529,-0.07538190066531512,0.0,-0.07538190066531512
12,$\theta_{3}$ [$\degree$],0.0,-0.000963055637354765,-0.05517902345670958,0.0,-0.05517902345670958
13,$d_{3}$ [mm],0.0,-0.0003937603004812245,-0.39376030048122446,0.0,-0.39376030048122446
14,$r_{3}$ [mm],0.0,0.0020739905015371295,2.0739905015371294,0.0,2.0739905015371294
15,$\alpha_{3}$ [$\degree$],0.0,0.0006464527448677426,0.03703901393556904,0.0,0.03703901393556904
16,$\theta_{4}$ [$\degree$],0.0,0.0014497773994571845,0.08306612622234871,0.0,0.08306612622234871
17,$d_{4}$ [mm],0.0,-0.0009540120588507673,-0.9540120588507673,0.0,-0.9540120588507673
18,$r_{4}$ [mm],0.0,0.0024075528401810153,2.4075528401810153,0.0,2.4075528401810153
19,$\alpha_{4}$ [$\degree$],0.0,-0.0012173381691380492,-0.06974833933179297,0.0,-0.06974833933179297
20,$\theta_{5}$ [$\degree$],0.0,0.0003079285796945381,0.017643008007954854,0.0,0.017643008007954854
21,$d_{5}$ [mm],0.0,0.001445299010829633,1.4452990108296329,0.0,1.4452990108296329
22,$r_{5}$ [mm],0.0,0.002283893223372527,2.283893223372527,0.0,2.283893223372527
23,$\alpha_{5}$ [$\degree$],0.0,0.00043635496846050614,0.025001298062351154,0.0,0.025001298062351154
24,$\theta_{6}$ [$\degree$],0.0,-0.001034315632553665,-0.05926192042972907,0.0,-0.05926192042972907
25,$d_{6}$ [mm],0.0,-0.0012074796422512435,-1.2074796422512435,0.0,-1.2074796422512435
26,$r_{6}$ [mm],0.0,0.0006132970880589617,0.6132970880589617,0.0,0.6132970880589617
27,$\alpha_{6}$ [$\degree$],0.0,0.0004071905259193098,0.023330298592888807,0.0,0.023330298592888807
28,$\theta_{7}$ [$\degree$],0.0,5.9588815644939785e-05,0.0034141876426381805,0.0,0.0034141876426381805
29,$d_{7}$ [mm],0.0,0.002796183069494739,2.796183069494739,0.0,2.796183069494739
30,$r_{7}$ [mm],0.0,-0.0009897162738925541,-0.9897162738925541,0.0,-0.9897162738925541
31,$\alpha_{7}$ [$\degree$],0.0,-0.0024495371276380684,-0.14034813917425976,0.0,-0.14034813917425976
