,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-1.0786980790773273,-26.21243957677168,-1501.8621584907032,-61.804847299999985,-1440.0573111907033
5,$d_{1}$ [mm],-0.0618048473,92.18939821329649,92189.39821329649,-61.8048473,92251.20306059648
6,$r_{1}$ [mm],-0.0618048473,10599.472341771052,10599472.341771051,-61.8048473,10599534.146618351
7,$\alpha_{1}$ [$\degree$],-1.078698079077327,-1.9235546212227836,-110.21156145895121,-61.80484729999998,-48.40671415895123
8,$\theta_{2}$ [$\degree$],-0.8273719932403757,19.522428932172996,1118.5527836576032,-47.40492330000001,1165.9577069576032
9,$d_{2}$ [mm],-0.0474049233,2298.168527796872,2298168.527796872,-47.4049233,2298215.9327201718
10,$r_{2}$ [mm],-0.04740492330000001,24010.10199288772,24010101.99288772,-47.404923300000014,24010149.39781102
11,$\alpha_{2}$ [$\degree$],-0.8273719932403757,2.3805567821880547,136.39585651061952,-47.40492330000001,183.80077981061953
12,$\theta_{3}$ [$\degree$],1.1574685895469425,-0.1217030197060569,-6.97306938315455,66.3180651,-73.29113448315455
13,$d_{3}$ [mm],0.0663180651,-3245.2882486639637,-3245288.2486639638,66.3180651,-3245354.5667290636
14,$r_{3}$ [mm],0.0663180651,-682.2932312591565,-682293.2312591565,66.3180651,-682359.5493242565
15,$\alpha_{3}$ [$\degree$],1.1574685895469425,1.0056892579053855,57.62174997962235,66.3180651,-8.696315120377648
16,$\theta_{4}$ [$\degree$],0.5561542537827627,7.49381010201119,429.36369131774205,31.865291500000005,397.49839981774204
17,$d_{4}$ [mm],0.031865291500000004,-3645.9370753147928,-3645937.075314793,31.865291500000005,-3645968.940606293
18,$r_{4}$ [mm],0.031865291500000004,-2407.9512490271222,-2407951.2490271223,31.865291500000005,-2407983.1143186223
19,$\alpha_{4}$ [$\degree$],0.5561542537827626,0.4820594416039561,27.61997147833985,31.865291499999998,-4.245320021660149
20,$\theta_{5}$ [$\degree$],0.4719080939255979,-7.353993796816851,-421.3528071229934,27.0383421,-448.3911492229934
21,$d_{5}$ [mm],0.0270383421,2903.3775562726396,2903377.5562726394,27.0383421,2903350.5179305393
22,$r_{5}$ [mm],0.0270383421,3769.6000515640862,3769600.051564086,27.0383421,3769573.013221986
23,$\alpha_{5}$ [$\degree$],0.47190809392559796,-0.2674687180531089,-15.324828696217708,27.038342100000005,-42.363170796217716
24,$\theta_{6}$ [$\degree$],-1.039558061801047,-1.3990262403088742,-80.15829899775379,-59.562289499999984,-20.596009497753805
25,$d_{6}$ [mm],-0.0595622895,-2756.203233550484,-2756203.2335504843,-59.5622895,-2756143.671260984
26,$r_{6}$ [mm],-0.059562289499999976,-3135.659377951846,-3135659.377951846,-59.56228949999998,-3135599.815662346
27,$\alpha_{6}$ [$\degree$],-1.039558061801047,-0.6824639131554326,-39.10230189378903,-59.562289499999984,20.45998760621095
28,$\theta_{7}$ [$\degree$],0.6007563836729146,1.103869732560063,63.247076807926526,34.420805300000005,28.82627150792652
29,$d_{7}$ [mm],0.0344208053,2084.6548522422745,2084654.8522422744,34.420805300000005,2084620.4314369746
30,$r_{7}$ [mm],0.0344208053,1563.2621067457637,1563262.1067457637,34.420805300000005,1563227.6859404638
31,$\alpha_{7}$ [$\degree$],0.6007563836729146,1.4208570629176245,81.40911299653395,34.420805300000005,46.988307696533944
