,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.46229917674742604,-0.46250620624646566,-26.499653616529674,-26.4877917,-0.011861916529674943
5,$d_{1}$ [mm],-0.0264877917,-0.026971368914566675,-26.971368914566675,-26.4877917,-0.4835772145666759
6,$r_{1}$ [mm],-0.0264877917,-0.028518786321518774,-28.518786321518775,-26.4877917,-2.0309946215187757
7,$\alpha_{1}$ [$\degree$],-0.46229917674742627,-0.46093411685467034,-26.409579529362514,-26.48779170000001,0.07821217063749586
8,$\theta_{2}$ [$\degree$],-0.35458799710301814,-0.35518610012865376,-20.350664479082926,-20.3163957,-0.03426877908292525
9,$d_{2}$ [mm],-0.0203163957,-0.019455067659577722,-19.455067659577722,-20.3163957,0.8613280404222792
10,$r_{2}$ [mm],-0.02031639569999999,-0.020918005607207135,-20.918005607207135,-20.31639569999999,-0.6016099072071448
11,$\alpha_{2}$ [$\degree$],-0.35458799710301814,-0.35430057705972495,-20.299927744571832,-20.3163957,0.016467955428169034
12,$\theta_{3}$ [$\degree$],0.49605796694868964,0.49642836439582566,28.443250110463314,28.422027900000003,0.02122221046331063
13,$d_{3}$ [mm],0.0284220279,0.02588134494968941,25.88134494968941,28.4220279,-2.5406829503105897
14,$r_{3}$ [mm],0.0284220279,0.027035960757481464,27.035960757481465,28.4220279,-1.3860671425185345
15,$\alpha_{3}$ [$\degree$],0.49605796694868953,0.49533702801540125,28.380721141835913,28.422027899999993,-0.04130675816407958
16,$\theta_{4}$ [$\degree$],0.23835182304975544,0.2384972977935229,13.664888588843624,13.656553500000001,0.008335088843622884
17,$d_{4}$ [mm],0.0136565535,0.015852837835240233,15.852837835240233,13.6565535,2.196284335240234
18,$r_{4}$ [mm],0.013656553500000002,0.014680621421603757,14.680621421603757,13.656553500000001,1.0240679216037556
19,$\alpha_{4}$ [$\degree$],0.23835182304975544,0.23795100302884964,13.633588204457752,13.656553500000001,-0.022965295542249464
20,$\theta_{5}$ [$\degree$],0.20224632596811337,0.19955892105707165,11.43388394075458,11.5878609,-0.15397695924542099
21,$d_{5}$ [mm],0.0115878609,0.005682837787491413,5.682837787491413,11.5878609,-5.905023112508588
22,$r_{5}$ [mm],0.0115878609,0.011451824897820666,11.451824897820666,11.5878609,-0.13603600217933476
23,$\alpha_{5}$ [$\degree$],0.20224632596811332,0.20166460197469704,11.554530570335746,11.587860899999995,-0.03333032966424909
24,$\theta_{6}$ [$\degree$],-0.44552488362902015,-0.44767700838015945,-25.650003165225925,-25.526695499999995,-0.12330766522592995
25,$d_{6}$ [mm],-0.0255266955,-0.018821518256236153,-18.821518256236153,-25.5266955,6.7051772437638455
26,$r_{6}$ [mm],-0.025526695499999974,-0.02457017338200773,-24.57017338200773,-25.526695499999974,0.9565221179922432
27,$\alpha_{6}$ [$\degree$],-0.4455248836290202,-0.44476029474576984,-25.482887783927133,-25.526695500000002,0.043807716072869596
28,$\theta_{7}$ [$\degree$],0.25746702157410617,0.26135966605352556,14.974805799815627,14.751773699999996,0.2230320998156312
29,$d_{7}$ [mm],0.014751773700000002,0.014292291842136848,14.292291842136848,14.751773700000001,-0.4594818578631532
30,$r_{7}$ [mm],0.014751773700000002,0.016213320990153525,16.213320990153527,14.751773700000001,1.4615472901535256
31,$\alpha_{7}$ [$\degree$],0.25746702157410617,0.2563895878703959,14.690041296072248,14.751773699999996,-0.06173240392774737
