,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.03081994511649507,-0.030826158616111127,-1.766208787304006,-1.7658527799999997,-0.00035600730400631164
5,$d_{1}$ [mm],-0.00176585278,-0.0017416083481165032,-1.7416083481165032,-1.76585278,0.024244431883496675
6,$r_{1}$ [mm],-0.00176585278,-0.0017437515217124668,-1.7437515217124668,-1.76585278,0.022101258287533065
7,$\alpha_{1}$ [$\degree$],-0.030819945116494996,-0.030822172786457047,-1.7659804160869692,-1.7658527799999957,-0.00012763608697352602
8,$\theta_{2}$ [$\degree$],-0.023639199806867878,-0.023630333266921724,-1.3539183646822015,-1.35442638,0.000508015317798538
9,$d_{2}$ [mm],-0.00135442638,-0.0013699984573759983,-1.3699984573759982,-1.35442638,-0.015572077375998195
10,$r_{2}$ [mm],-0.0013544263799999956,-0.0013882017510740696,-1.3882017510740696,-1.3544263799999956,-0.03377537107407402
11,$\alpha_{2}$ [$\degree$],-0.023639199806867905,-0.02364207736441748,-1.3545912519028984,-1.3544263800000016,-0.00016487190289682374
12,$\theta_{3}$ [$\degree$],0.03307053112991264,0.03305660401679076,1.8940038951973148,1.89480186,-0.000797964802685236
13,$d_{3}$ [mm],0.00189480186,0.0019243324085952125,1.9243324085952125,1.89480186,0.029530548595212425
14,$r_{3}$ [mm],0.00189480186,0.0018926865241048905,1.8926865241048905,1.89480186,-0.0021153358951095935
15,$\alpha_{3}$ [$\degree$],0.03307053112991265,0.033068265521521756,1.8946720502011727,1.8948018600000003,-0.0001298097988275959
16,$\theta_{4}$ [$\degree$],0.015890121536650363,0.015896364150147887,0.9107945754065395,0.9104369,0.000357675406539526
17,$d_{4}$ [mm],0.0009104369,0.0008865459568928296,0.8865459568928296,0.9104369,-0.023890943107170437
18,$r_{4}$ [mm],0.0009104368999999779,0.0009376911791015297,0.9376911791015297,0.9104368999999779,0.02725427910155176
19,$\alpha_{4}$ [$\degree$],0.01589012153665026,0.015879238403958107,0.9098133424288529,0.9104368999999941,-0.0006235575711411867
20,$\theta_{5}$ [$\degree$],0.013483088397874226,0.013484836661760974,0.7726242281421858,0.77252406,0.00010016814218583026
21,$d_{5}$ [mm],0.00077252406,0.000795365365854889,0.795365365854889,0.77252406,0.022841305854889082
22,$r_{5}$ [mm],0.00077252406,0.0007943305375305051,0.7943305375305051,0.77252406,0.02180647753050513
23,$\alpha_{5}$ [$\degree$],0.013483088397874265,0.013493227495277482,0.7731049874892787,0.7725240600000023,0.000580927489276406
24,$\theta_{6}$ [$\degree$],-0.029701658908601342,-0.02970796385856532,-1.702140947022977,-1.7017797,-0.00036124702297701816
25,$d_{6}$ [mm],-0.0017017796999999999,-0.0017018180755436461,-1.701818075543646,-1.7017797,-3.8375543646163024e-05
26,$r_{6}$ [mm],-0.0017017797000000168,-0.001715342487007665,-1.715342487007665,-1.7017797000000168,-0.013562787007648236
27,$\alpha_{6}$ [$\degree$],-0.029701658908601436,-0.029699927010295113,-1.7016804695365073,-1.7017797000000052,9.923046349791242e-05
28,$\theta_{7}$ [$\degree$],0.017164468104940322,0.01716219940340391,0.9833215929769834,0.9834515799999947,-0.00012998702301125764
29,$d_{7}$ [mm],0.00098345158,0.0009667851069364539,0.9667851069364539,0.9834515800000001,-0.016666473063546183
30,$r_{7}$ [mm],0.00098345158,0.0009723784991137674,0.9723784991137674,0.9834515800000001,-0.011073080886232711
31,$\alpha_{7}$ [$\degree$],0.017164468104940322,0.01716310476945493,0.9833734666306213,0.9834515799999947,-7.8113369373356e-05
