,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0,-6.864098512882815e-06,-0.00039328387495021007,0.0,-0.00039328387495021007
5,$d_{1}$ [mm],0.0,2.1083212620986357e-05,0.021083212620986357,0.0,0.021083212620986357
6,$r_{1}$ [mm],0.0,2.532830067688648e-05,0.025328300676886482,0.0,0.025328300676886482
7,$\alpha_{1}$ [$\degree$],0.0,-4.54570227814699e-06,-0.000260449555460826,0.0,-0.000260449555460826
8,$\theta_{2}$ [$\degree$],0.0,-1.78481148268068e-07,-1.022621651840898e-05,0.0,-1.022621651840898e-05
9,$d_{2}$ [mm],0.0,-1.671750907282154e-05,-0.01671750907282154,0.0,-0.01671750907282154
10,$r_{2}$ [mm],0.0,-2.8507605133898384e-05,-0.028507605133898384,0.0,-0.028507605133898384
11,$\alpha_{2}$ [$\degree$],0.0,1.985040255281234e-06,0.00011373442879118623,0.0,0.00011373442879118623
12,$\theta_{3}$ [$\degree$],0.0,-1.3162144638344003e-05,-0.0007541353371178567,0.0,-0.0007541353371178567
13,$d_{3}$ [mm],0.0,2.5542086813148355e-05,0.025542086813148356,0.0,0.025542086813148356
14,$r_{3}$ [mm],0.0,-4.949550726885656e-06,-0.004949550726885656,0.0,-0.004949550726885656
15,$\alpha_{3}$ [$\degree$],0.0,-8.897059806001195e-06,-0.0005097639769593515,0.0,-0.0005097639769593515
16,$\theta_{4}$ [$\degree$],0.0,9.839136696014014e-06,0.0005637410067338963,0.0,0.0005637410067338963
17,$d_{4}$ [mm],0.0,-1.858521173575682e-05,-0.01858521173575682,0.0,-0.01858521173575682
18,$r_{4}$ [mm],0.0,2.5221662216856622e-05,0.025221662216856622,0.0,0.025221662216856622
19,$\alpha_{4}$ [$\degree$],0.0,-1.1020813418527453e-05,-0.000631446095682768,0.0,-0.000631446095682768
20,$\theta_{5}$ [$\degree$],0.0,3.1226684418848533e-06,0.00017891572253869487,0.0,0.00017891572253869487
21,$d_{5}$ [mm],0.0,2.204450854326217e-05,0.02204450854326217,0.0,0.02204450854326217
22,$r_{5}$ [mm],0.0,1.385842263791968e-05,0.013858422637919681,0.0,0.013858422637919681
23,$\alpha_{5}$ [$\degree$],0.0,1.6049627845404757e-05,0.0009195759382973375,0.0,0.0009195759382973375
24,$\theta_{6}$ [$\degree$],0.0,-7.156881102192963e-06,-0.0004100590816325936,0.0,-0.0004100590816325936
25,$d_{6}$ [mm],0.0,-1.4800699401412212e-06,-0.0014800699401412213,0.0,-0.0014800699401412213
26,$r_{6}$ [mm],0.0,-1.8315292049597698e-05,-0.018315292049597698,0.0,-0.018315292049597698
27,$\alpha_{6}$ [$\degree$],0.0,1.7670578225104094e-06,0.00010124495538542378,0.0,0.00010124495538542378
28,$\theta_{7}$ [$\degree$],0.0,-3.207938221283513e-06,-0.00018380132101824965,0.0,-0.00018380132101824965
29,$d_{7}$ [mm],0.0,-1.2343244283091095e-05,-0.012343244283091095,0.0,-0.012343244283091095
30,$r_{7}$ [mm],0.0,-6.351353108907789e-06,-0.00635135310890779,0.0,-0.00635135310890779
31,$\alpha_{7}$ [$\degree$],0.0,-2.890148819600924e-06,-0.00016559332952784968,0.0,-0.00016559332952784968
