,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.3081994511649507,-0.3081787059552072,-17.657339187036584,-17.658527799999998,0.001188612963414215
5,$d_{1}$ [mm],-0.0176585278,-0.017839632590727406,-17.839632590727405,-17.6585278,-0.18110479072740304
6,$r_{1}$ [mm],-0.0176585278,-0.017821066769750607,-17.821066769750608,-17.6585278,-0.16253896975060655
7,$\alpha_{1}$ [$\degree$],-0.3081994511649506,-0.30823385973346795,-17.660499265755124,-17.658527799999995,-0.001971465755129742
8,$\theta_{2}$ [$\degree$],-0.23639199806867878,-0.23634027836559016,-13.541300479295353,-13.544263800000003,0.0029633207046497745
9,$d_{2}$ [mm],-0.0135442638,-0.013284976055171621,-13.28497605517162,-13.5442638,0.259287744828379
10,$r_{2}$ [mm],-0.013544263800000012,-0.0132987733683807,-13.2987733683807,-13.544263800000012,0.24549043161931117
11,$\alpha_{2}$ [$\degree$],-0.23639199806867883,-0.23638408462130078,-13.543810392863843,-13.544263800000005,0.00045340713616148776
12,$\theta_{3}$ [$\degree$],0.33070531129912645,0.3307479754809451,18.950463077554588,18.9480186,0.002444477554586655
13,$d_{3}$ [mm],0.0189480186,0.018899692481965918,18.899692481965918,18.9480186,-0.048326118034083265
14,$r_{3}$ [mm],0.0189480186,0.01860291334803023,18.602913348030228,18.9480186,-0.34510525196977326
15,$\alpha_{3}$ [$\degree$],0.3307053112991265,0.3306315323652689,18.943791378472987,18.948018600000005,-0.004227221527017377
16,$\theta_{4}$ [$\degree$],0.15890121536650365,0.15893373703909242,9.106232354582044,9.104369000000002,0.0018633545820421205
17,$d_{4}$ [mm],0.009104369000000001,0.009162709714672406,9.162709714672406,9.104369000000002,0.058340714672404204
18,$r_{4}$ [mm],0.009104369000000001,0.00891794830371978,8.91794830371978,9.104369000000002,-0.18642069628022107
19,$\alpha_{4}$ [$\degree$],0.1589012153665037,0.15893778969083439,9.106464554422695,9.104369000000004,0.0020955544226914924
20,$\theta_{5}$ [$\degree$],0.13483088397874227,0.134802638788471,7.723622269805913,7.7252406,-0.0016183301940868589
21,$d_{5}$ [mm],0.0077252406,0.007849837478475041,7.849837478475041,7.725240599999999,0.12459687847504153
22,$r_{5}$ [mm],0.0077252406,0.007532707890481699,7.532707890481699,7.725240599999999,-0.19253270951830004
23,$\alpha_{5}$ [$\degree$],0.1348308839787422,0.13486139140907927,7.7269885470021,7.7252405999999985,0.0017479470021015686
24,$\theta_{6}$ [$\degree$],-0.2970165890860134,-0.29701191195738175,-17.017529020269166,-17.017796999999998,0.0002679797308324794
25,$d_{6}$ [mm],-0.017017796999999998,-0.017134018340013928,-17.134018340013927,-17.017796999999998,-0.11622134001392936
26,$r_{6}$ [mm],-0.017017797,-0.016975229333865305,-16.975229333865304,-17.017797,0.042567666134697646
27,$\alpha_{6}$ [$\degree$],-0.29701658908601347,-0.2970267765135386,-17.018380696601287,-17.017797,-0.0005836966012857658
28,$\theta_{7}$ [$\degree$],0.1716446810494041,0.17166290156833286,9.835559758835153,9.834515799999998,0.0010439588351545126
29,$d_{7}$ [mm],0.0098345158,0.0097337960804707,9.7337960804707,9.8345158,-0.10071971952929992
30,$r_{7}$ [mm],0.0098345158,0.009797489030841851,9.79748903084185,9.8345158,-0.03702676915814962
31,$\alpha_{7}$ [$\degree$],0.1716446810494041,0.17167944546291158,9.836507654171223,9.834515799999998,0.001991854171224716
