,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.46229917674742604,-0.46230480742400215,-26.48811431400361,-26.4877917,-0.0003226140036112213
5,$d_{1}$ [mm],-0.0264877917,-0.026747223261104885,-26.747223261104885,-26.4877917,-0.2594315611048863
6,$r_{1}$ [mm],-0.0264877917,-0.029211325386134458,-29.211325386134458,-26.4877917,-2.7235336861344592
7,$\alpha_{1}$ [$\degree$],-0.46229917674742627,-0.4600074983196858,-26.356488198089306,-26.48779170000001,0.13130350191070406
8,$\theta_{2}$ [$\degree$],-0.35458799710301814,-0.3561755105914223,-20.40735352280565,-20.3163957,-0.0909578228056489
9,$d_{2}$ [mm],-0.0203163957,-0.019906451653404322,-19.90645165340432,-20.3163957,0.4099440465956796
10,$r_{2}$ [mm],-0.02031639569999999,-0.020774500130176066,-20.774500130176065,-20.31639569999999,-0.45810443017607483
11,$\alpha_{2}$ [$\degree$],-0.35458799710301814,-0.3548006911547994,-20.328582171494602,-20.3163957,-0.012186471494601392
12,$\theta_{3}$ [$\degree$],0.49605796694868964,0.49611109213333066,28.425071748865786,28.422027900000003,0.0030438488657829055
13,$d_{3}$ [mm],0.0284220279,0.025964388909800525,25.964388909800526,28.4220279,-2.4576389901994737
14,$r_{3}$ [mm],0.0284220279,0.026698530146438287,26.698530146438287,28.4220279,-1.7234977535617126
15,$\alpha_{3}$ [$\degree$],0.49605796694868953,0.49575559812183445,28.404703442364877,28.422027899999993,-0.01732445763511592
16,$\theta_{4}$ [$\degree$],0.23835182304975544,0.23864913533030807,13.673588238873075,13.656553500000001,0.017034738873073607
17,$d_{4}$ [mm],0.0136565535,0.016073101553995234,16.073101553995233,13.6565535,2.4165480539952338
18,$r_{4}$ [mm],0.013656553500000002,0.01449749214409829,14.49749214409829,13.656553500000001,0.8409386440982889
19,$\alpha_{4}$ [$\degree$],0.23835182304975544,0.2388527116863477,13.685252304882798,13.656553500000001,0.02869880488279719
20,$\theta_{5}$ [$\degree$],0.20224632596811337,0.19966390345024784,11.439898988806759,11.5878609,-0.1479619111932422
21,$d_{5}$ [mm],0.0115878609,0.0052260616934308775,5.226061693430878,11.5878609,-6.361799206569123
22,$r_{5}$ [mm],0.0115878609,0.011643598495505388,11.643598495505389,11.5878609,0.055737595505387816
23,$\alpha_{5}$ [$\degree$],0.20224632596811332,0.20118508642616906,11.527056353194194,11.587860899999995,-0.06080454680580161
24,$\theta_{6}$ [$\degree$],-0.44552488362902015,-0.4475808692716711,-25.64449480006339,-25.526695499999995,-0.11779930006339612
25,$d_{6}$ [mm],-0.0255266955,-0.018130178630483235,-18.130178630483236,-25.5266955,7.396516869516763
26,$r_{6}$ [mm],-0.025526695499999974,-0.024320306232022915,-24.320306232022915,-25.526695499999974,1.206389267977059
27,$\alpha_{6}$ [$\degree$],-0.4455248836290202,-0.4438921484771041,-25.433146666732558,-25.526695500000002,0.09354883326744456
28,$\theta_{7}$ [$\degree$],0.25746702157410617,0.2614727760034481,14.981286522567125,14.751773699999996,0.2295128225671288
29,$d_{7}$ [mm],0.014751773700000002,0.012918564583934684,12.918564583934684,14.751773700000001,-1.8332091160653174
30,$r_{7}$ [mm],0.014751773700000002,0.01506906451294094,15.06906451294094,14.751773700000001,0.3172908129409393
31,$\alpha_{7}$ [$\degree$],0.25746702157410617,0.2552824292327054,14.62660577888113,14.751773699999996,-0.12516792111886588
