,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],0.0,1.509303404983506e-16,8.647671511027936e-15,0.0,8.647671511027936e-15
5,$d_{1}$ [mm],0.0,-3.6115801063731944e-16,-3.6115801063731943e-13,0.0,-3.6115801063731943e-13
6,$r_{1}$ [mm],0.0,-1.4601362188486455e-16,-1.4601362188486454e-13,0.0,-1.4601362188486454e-13
7,$\alpha_{1}$ [$\degree$],0.0,2.220446049250313e-16,1.2722218725854067e-14,0.0,1.2722218725854067e-14
8,$\theta_{2}$ [$\degree$],0.0,-1.7307943339263677e-17,-9.916721053913734e-16,0.0,-9.916721053913734e-16
9,$d_{2}$ [mm],0.0,6.664231371529962e-16,6.664231371529962e-13,0.0,6.664231371529962e-13
10,$r_{2}$ [mm],0.0,3.3306690738754696e-16,3.3306690738754696e-13,0.0,3.3306690738754696e-13
11,$\alpha_{2}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
12,$\theta_{3}$ [$\degree$],0.0,-1.7410321154222314e-17,-9.975379221042746e-16,0.0,-9.975379221042746e-16
13,$d_{3}$ [mm],0.0,3.6440098809548963e-16,3.644009880954896e-13,0.0,3.644009880954896e-13
14,$r_{3}$ [mm],0.0,3.4885806421555077e-16,3.4885806421555076e-13,0.0,3.4885806421555076e-13
15,$\alpha_{3}$ [$\degree$],0.0,2.220446049250313e-16,1.2722218725854067e-14,0.0,1.2722218725854067e-14
16,$\theta_{4}$ [$\degree$],0.0,-4.2662437229007006e-17,-2.4443775969639e-15,0.0,-2.4443775969639e-15
17,$d_{4}$ [mm],0.0,-3.5934700073591903e-16,-3.5934700073591904e-13,0.0,-3.5934700073591904e-13
18,$r_{4}$ [mm],0.0,-6.661338147750939e-16,-6.661338147750939e-13,0.0,-6.661338147750939e-13
19,$\alpha_{4}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
20,$\theta_{5}$ [$\degree$],0.0,-1.6257841720732593e-16,-9.315057145896857e-15,0.0,-9.315057145896857e-15
21,$d_{5}$ [mm],0.0,-4.858983959197985e-16,-4.858983959197985e-13,0.0,-4.858983959197985e-13
22,$r_{5}$ [mm],0.0,-3.2683662901700015e-16,-3.2683662901700016e-13,0.0,-3.2683662901700016e-13
23,$\alpha_{5}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
24,$\theta_{6}$ [$\degree$],0.0,-4.002533861729259e-18,-2.293282976352856e-16,0.0,-2.293282976352856e-16
25,$d_{6}$ [mm],0.0,3.395848247410707e-16,3.395848247410707e-13,0.0,3.395848247410707e-13
26,$r_{6}$ [mm],0.0,1.6653345369377348e-16,1.6653345369377348e-13,0.0,1.6653345369377348e-13
27,$\alpha_{6}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
28,$\theta_{7}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
29,$d_{7}$ [mm],0.0,-1.204979772014108e-16,-1.204979772014108e-13,0.0,-1.204979772014108e-13
30,$r_{7}$ [mm],0.0,3.3737576584459447e-16,3.3737576584459444e-13,0.0,3.3737576584459444e-13
31,$\alpha_{7}$ [$\degree$],0.0,-2.220446049250313e-16,-1.2722218725854067e-14,0.0,-1.2722218725854067e-14
