x,y,z,a,b,c,q1,q2,q3,q4,q5,q6,q7
0.312456990230124,-0.430612734182043,0.289132449470577,0.828064694227166,0.54908336771094,1.15805231512307,1.43114744443189,-1.77157842265455,1.42121403597231,1.3011760639903,0.454912438009431,-1.95603609146329,-1.17329410455821
0.0750844463823059,0.852814314197108,0.498241458898205,0.46412471943474,0.00907211877781553,0.399025915093124,-1.6504139320291,-1.2983363589997,0,0.553413261450425,0.0469360969799801,1.39302327810809,1.24661119531467
-0.000699454920785936,0.168966089697408,0.849514002913114,0.521871625143647,1.17608705962995,0.81495436483739,-0.475722059082806,1.054644000502,-0.252368035513854,1.97037905510001,-0.663085170338843,-0.317574757614983,0.279747066266239
0.312387463758689,0.681990625088794,-0.000364243800830888,0.965091236089718,0.533329090017141,0.153201000517521,1.08715705618341,1.91292977019422,-0.348868322152577,-0.50270396168819,-0.467002907707157,-1.64011757888328,-1.47639740050896
0.33504188920914,0.225345097056883,-0.312415157420585,2.16876358991088,0.733747145596986,0.967702983867626,0.139877365072762,2.09101604002648,0.196350891704295,-1.26492171162376,2.3286277698443,1.02624558565508,0.0646752321973576
-0.384259583738611,0.0314710920474401,-0.212978519690801,3.12649891599972,1.38104406594073,0.475761682578451,0.119471618293833,-1.6881896994511,-0.279075574500377,1.42586748016502,0.918228140857555,-0.623328083664502,1.50063833619473
-0.139525504912995,0.742524280439912,0.414500274435457,0.0449163908983962,0.0772319978528859,0.744539385852949,-1.3933733635422,-1.29516085355942,0,0.831960332433624,-0.0466046717100292,2.04978076977541,0.625269479780034
0.179636636294348,0.477811267919728,-0.361166001272208,2.66447845486968,1.55083722766828,0.360765666393844,-1.71939765057497,-2.05458306559121,-0.281188703984832,0.84593208828646,0.739827530356406,-0.0978828963583417,-0.211995005366562
0.169999321164174,-0.40234455360266,-0.180874842417781,1.84125511557774,0.991554389850386,0.462940216124244,-1.23712654924097,1.81843950746851,0,-0.912216773250696,0.191664784172364,1.485770079399,0.786194391418372
-0.670759072132885,0.0140628860504799,0.016476546431744,0.16172338180388,1.15300126313121,1.83719470242371,0.163150565667153,-1.79112846738169,0,0.774339956891062,1.03893233952727,1.92598715380832,-1.47291603336322
0.368348615525562,0.495991238582013,-0.216717262225267,1.75560694141491,2.30041744200717,1.92146637979056,0.637711503836133,1.99536269578497,0.554842099038202,-1.03366668201264,-0.0279763484388109,-1.09702521746579,1.39218202737421
-0.361924865004861,-0.431330926147913,-0.272441984271622,1.56865232520567,2.55576190450447,0.737703284486623,0.901418257656996,-2.04837475041864,0,0.38939415029804,-0.115386985052741,-1.18053935243139,2.07225933335022
0.286468213880067,0.572126707010931,-0.0177175158565783,1.26750824621383,2.75655936516278,2.22482228044199,0.76768185149611,1.63302977201461,0.623752307970546,-1.43036665569365,0.171601985101468,-1.4079522440977,0.870225156539344
0.551094520283182,0.275841498343579,0.450119510127946,2.81061836662431,2.41270233154084,0.649828508133288,0.0962753097449729,0.570253599917567,0.72698908024021,-1.53114075007701,1.97119655470603,-1.08554863084368,-0.187785543885609
-0.330865479363351,-0.389891957669787,0.637757105523937,3.0851977522532,3.04410905992407,1.81151249237693,-0.0111900377552985,-1.47118064269528,-1.01018803821632,-1.40001519158694,-0.0184907218579709,1.27158224961949,0.14854079030557
0.676805217512352,0.259048105702202,0.73098129962552,0.679493792273204,0.20388648836426,2.13000149815261,-0.261978086677322,1.26616384919216,-1.37746548142599,1.12787143250103,-1.22885999476436,0.705768412150869,-0.0676923153344617
0.509021569404593,0.342206375160311,0.879676508675427,1.52415841367016,1.62762095511622,2.47935501751773,0.560346496555601,0.175341455776542,0,-1.1716084568112,0.868822979938781,0.167401675944081,1.34676808166448
0.142336487785668,0.532989688864595,0.840332200327239,0.660696831658195,1.91044704467195,1.46311888084504,0.165564410390664,0.693916895146345,-1.17616051062069,1.27077865038321,-0.864128446408735,-0.666614754552622,-0.596745335809315
0.233399788673578,-0.59381575249149,0.355201048095467,0.0543984308172121,0.711908493364586,2.87287978618178,-0.838155952392368,2.09123687562481,0.926561691492966,1.00598168837048,-0.761929744107328,-1.88067923090032,-1.35950884139712
-0.135992818150055,0.861024684685878,0.015770617080592,0.201369822499958,2.07065925821193,1.41111551145937,-1.37130121385707,-1.73529105658704,-0.365561944743593,0.51698627121275,-0.450962559091943,0.566284718017947,-0.241906043480586
-0.290671621703776,0.27546803455721,0.499508615322936,1.54698745761633,1.93958400524911,1.00359154750692,-0.479326522607156,0.0297175612118743,0,2.08117097552496,-1.04000575423283,-1.00094612668355,1.42690363417405
0.22772119010108,-0.43219178208994,0.0162640146518358,1.6929261001491,0.163835656946787,1.37313511168963,-1.35126051612867,1.50795098644839,0,-1.29278968288149,1.04420429676958,1.79446965622018,0.886450618732891
-0.395503848172002,0.122890974839765,0.592197948772923,1.47638739959806,2.48553551184386,1.31560147165609,-0.0584989227133796,-0.161496796010516,0,1.61721380588368,-0.738478831622015,-1.8037364178827,1.00355637830034
0.479059500660594,-0.284953690870159,0.899644166361345,2.35665495657648,0.0615045233892558,2.3724275400731,1.45238177303169,-0.246513985794835,1.32744325737336,1.1696119116978,0.595453080898162,-0.455328249911219,-0.957871482056284
