,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.15409972558247534,-0.15419852723769362,-8.834924817852912,-8.829263899999999,-0.0056609178529125614
5,$d_{1}$ [mm],-0.0088292639,-0.010115443090049251,-10.11544309004925,-8.8292639,-1.2861791900492499
6,$r_{1}$ [mm],-0.0088292639,-0.011310253660596046,-11.310253660596047,-8.8292639,-2.480989760596046
7,$\alpha_{1}$ [$\degree$],-0.15409972558247542,-0.15267318442041478,-8.74752911211224,-8.829263900000003,0.081734787887763
8,$\theta_{2}$ [$\degree$],-0.11819599903433939,-0.11894859052022945,-6.815252215838981,-6.7721319000000015,-0.043120315838979906
9,$d_{2}$ [mm],-0.0067721319,-0.0037538866655078,-3.7538866655078,-6.7721319,3.0182452344921997
10,$r_{2}$ [mm],-0.006772131899999978,-0.008322159545062435,-8.322159545062435,-6.772131899999978,-1.5500276450624568
11,$\alpha_{2}$ [$\degree$],-0.1181959990343393,-0.11737881057157362,-6.725310450016739,-6.772131899999996,0.046821449983257324
12,$\theta_{3}$ [$\degree$],0.16535265564956322,0.16618335100988196,9.521604638207364,9.4740093,0.047595338207363724
13,$d_{3}$ [mm],0.0094740093,0.004439156611602834,4.439156611602834,9.4740093,-5.034852688397167
14,$r_{3}$ [mm],0.0094740093,0.008328507903660317,8.328507903660316,9.4740093,-1.145501396339684
15,$\alpha_{3}$ [$\degree$],0.16535265564956325,0.164453082311812,9.422467544384357,9.474009300000002,-0.051541755615645
16,$\theta_{4}$ [$\degree$],0.07945060768325182,0.07984461486755923,4.574759448758648,4.552184500000001,0.022574948758647295
17,$d_{4}$ [mm],0.0045521845000000005,0.008835130463594283,8.835130463594282,4.552184500000001,4.2829459635942815
18,$r_{4}$ [mm],0.0045521845000000005,0.006326387749223283,6.326387749223283,4.552184500000001,1.774203249223282
19,$\alpha_{4}$ [$\degree$],0.07945060768325174,0.07975264966189322,4.569490230611933,4.552184499999996,0.01730573061193752
20,$\theta_{5}$ [$\degree$],0.06741544198937113,0.06562540350342198,3.7600586495891264,3.8626203,-0.10256165041087373
21,$d_{5}$ [mm],0.0038626203,-0.003407804653424358,-3.407804653424358,3.8626202999999997,-7.2704249534243575
22,$r_{5}$ [mm],0.0038626203,0.0032085766756328954,3.2085766756328953,3.8626202999999997,-0.6540436243671044
23,$\alpha_{5}$ [$\degree$],0.0674154419893711,0.06662333515002605,3.8172359211820797,3.8626202999999992,-0.04538437881791957
24,$\theta_{6}$ [$\degree$],-0.1485082945430067,-0.15156509537162827,-8.684040286292108,-8.508898499999999,-0.17514178629210875
25,$d_{6}$ [mm],-0.008508898499999999,-0.0013520527741555342,-1.3520527741555342,-8.508898499999999,7.156845725844465
26,$r_{6}$ [mm],-0.008508898499999973,-0.008419986526453649,-8.419986526453648,-8.508898499999972,0.08891197354632396
27,$\alpha_{6}$ [$\degree$],-0.14850829454300674,-0.14883964491009127,-8.527883477574056,-8.5088985,-0.01898497757405515
28,$\theta_{7}$ [$\degree$],0.08582234052470206,0.08941179248859332,5.122918348295913,4.917257899999999,0.20566044829591412
29,$d_{7}$ [mm],0.0049172579,0.0038766509014499786,3.876650901449979,4.9172579,-1.0406069985500213
30,$r_{7}$ [mm],0.0049172579,0.006560378265510973,6.560378265510973,4.9172579,1.6431203655109732
31,$\alpha_{7}$ [$\degree$],0.08582234052470206,0.08539663714487156,4.892866893011257,4.917257899999999,-0.024391006988742525
