,tex_names,errors,results,results_mm_deg,errors_mm_deg,identification_accuracy
0,$\theta_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
1,$d_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
2,$r_{0}$ [mm],0.0,0.0,0.0,0.0,0.0
3,$\alpha_{0}$ [$\degree$],0.0,0.0,0.0,0.0,0.0
4,$\theta_{1}$ [$\degree$],-0.072,-0.07150418383657435,-4.096887951363269,-4.1252961249419275,0.02840817357865877
5,$d_{1}$ [mm],-0.072,-0.07104473690377554,-71.04473690377554,-72.0,0.9552630962244564
6,$r_{1}$ [mm],-0.072,-0.07182904155278623,-71.82904155278624,-72.0,0.17095844721376352
7,$\alpha_{1}$ [$\degree$],-0.07200000000000006,-0.07243935592094508,-4.150469364916164,-4.125296124941931,-0.02517323997423304
8,$\theta_{2}$ [$\degree$],0.015,0.014673726229474703,0.8407425826793155,0.8594366926962348,-0.01869411001691934
9,$d_{2}$ [mm],0.015,0.01460838524931993,14.60838524931993,15.0,-0.3916147506800698
10,$r_{2}$ [mm],0.015000000000000013,0.01511591951615604,15.11591951615604,15.000000000000014,0.11591951615602625
11,$\alpha_{2}$ [$\degree$],0.014999999999999902,0.015501068705609855,0.8881458147737626,0.8594366926962294,0.02870912207753329
12,$\theta_{3}$ [$\degree$],0.001,0.0017330002559054125,0.09929360055847176,0.057295779513082325,0.04199782104538944
13,$d_{3}$ [mm],0.001,0.0015915312320131823,1.5915312320131823,1.0,0.5915312320131823
14,$r_{3}$ [mm],0.001,0.0011688614455492561,1.168861445549256,1.0,0.16886144554925608
15,$\alpha_{3}$ [$\degree$],0.0009999999999998899,-5.875566994983927e-05,-0.0033664519105894276,0.05729577951307601,-0.06066223142366544
16,$\theta_{4}$ [$\degree$],-0.052,-0.05261410432732928,-3.0145661208169687,-2.979380534680281,-0.035185586136687874
17,$d_{4}$ [mm],-0.052,-0.051753246700987195,-51.7532467009872,-52.0,0.24675329901280207
18,$r_{4}$ [mm],-0.05199999999999999,-0.05036024471250544,-50.36024471250544,-51.99999999999999,1.6397552874945518
19,$\alpha_{4}$ [$\degree$],-0.052000000000000046,-0.05083163635982024,-2.912438229161439,-2.979380534680283,0.06694230551884406
20,$\theta_{5}$ [$\degree$],-0.037000000000000005,-0.036430458535802485,-2.0873115198278267,-2.119943841984046,0.03263232215621947
21,$d_{5}$ [mm],-0.037000000000000005,-0.03781028326902337,-37.81028326902337,-37.00000000000001,-0.8102832690233654
22,$r_{5}$ [mm],-0.037000000000000005,-0.035814538265412046,-35.81453826541205,-37.00000000000001,1.1854617345879603
23,$\alpha_{5}$ [$\degree$],-0.03699999999999992,-0.03663234903825252,-2.09887899354199,-2.1199438419840417,0.021064848442051698
24,$\theta_{6}$ [$\degree$],-0.065,-0.06420265981253344,-3.678541440772347,-3.7242256683503507,0.04568422757800361
25,$d_{6}$ [mm],-0.065,-0.066195062027692,-66.195062027692,-65.0,-1.1950620276920034
26,$r_{6}$ [mm],-0.065,-0.06520626303104071,-65.2062630310407,-65.0,-0.20626303104070587
27,$\alpha_{6}$ [$\degree$],-0.06499999999999995,-0.06536280124579297,-3.7450126485363766,-3.7242256683503476,-0.02078698018602898
28,$\theta_{7}$ [$\degree$],0.209,0.2083669170819795,11.938544938949804,11.974817918234207,-0.036272979284403206
29,$d_{7}$ [mm],0.209,0.20914501174027267,209.14501174027268,209.0,0.14501174027267894
30,$r_{7}$ [mm],0.209,0.20723885260454575,207.23885260454574,209.0,-1.761147395454259
31,$\alpha_{7}$ [$\degree$],0.20899999999999996,0.2076500789723229,11.897473140672346,11.974817918234203,-0.07734477756185676
